fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,Wine color,quality
7.4,0.34,0.3,14.9,0.037,70.0,0.99698,3.25,0.37,10.4,White,good
7.2,0.32,0.3,8.25,0.02,14.0,0.99362,2.99,0.44,11.4,White,good
8.8,0.52,0.34,2.7,0.087,24.0,0.9982,3.26,0.61,9.5,Red,bad
6.7,0.37,0.41,6.3,0.061,22.0,0.9953,3.16,0.47,9.6,White,good
8.2,0.23,0.29,1.8,0.047,47.0,0.9933,3.13,0.5,10.2,White,good
6.0,0.11,0.47,10.6,0.052,69.0,0.9958,2.91,0.34,9.3,White,bad
8.2,0.34,0.29,5.2,0.076,19.0,0.99138,2.95,0.39,12.5,White,good
9.0,0.58,0.25,2.0,0.104,8.0,0.99769,3.27,0.72,9.6,Red,bad
6.5,0.35,0.36,0.8,0.034,32.0,0.98942,3.11,0.5,12.1,White,good
7.8,0.26,0.49,3.2,0.027,28.0,0.9919,3.03,0.32,11.3,White,good
7.5,0.38,0.29,4.9,0.021,38.0,0.99026,3.08,0.48,13.0,White,good
5.7,0.27,0.16,9.0,0.053,32.0,0.99474,3.36,0.37,10.4,White,good
7.8,0.19,0.26,8.9,0.039,42.0,0.996,3.18,0.46,9.9,White,good
5.6,0.31,0.37,1.4,0.074,12.0,0.9954,3.32,0.58,9.2,Red,bad
6.2,0.45,0.26,4.4,0.063,63.0,0.994,3.27,0.52,9.8,White,bad
8.1,0.87,0.0,3.3,0.096,26.0,1.00025,3.6,0.72,9.8,Red,bad
5.2,0.49,0.26,2.3,0.09,23.0,0.9953,3.71,0.62,12.2,Red,good
7.3,0.26,0.33,11.8,0.057,48.0,0.99693,3.1,0.55,10.0,White,good
8.0,0.36,0.43,10.1,0.053,29.0,0.9982,3.4,0.46,9.5,White,good
6.0,0.2,0.26,1.1,0.033,38.0,0.98954,3.14,0.38,11.5,White,good
7.0,0.17,0.31,4.8,0.034,34.0,0.9944,3.36,0.48,9.6,White,good
6.1,0.33,0.32,7.8,0.052,52.0,0.99657,3.39,0.65,9.5,White,bad
5.9,0.19,0.21,1.7,0.045,57.0,0.99341,3.32,0.44,9.5,White,bad
6.9,0.31,0.32,1.2,0.024,20.0,0.99208,3.05,0.54,9.8,White,good
6.5,0.22,0.25,17.1,0.05,44.0,1.0001,3.3,0.37,8.8,White,bad
12.0,0.37,0.76,4.2,0.066,7.0,1.0004,3.22,0.6,13.0,Red,good
7.0,0.39,0.31,5.3,0.169,32.0,0.9965,3.2,0.48,9.4,White,bad
12.0,0.38,0.56,2.1,0.093,6.0,0.99925,3.14,0.71,10.9,Red,good
5.8,0.2,0.16,1.4,0.042,44.0,0.98912,3.23,0.37,12.2,White,good
6.5,0.25,0.45,7.8,0.048,52.0,0.99576,3.2,0.53,9.1,White,bad
8.4,0.17,0.31,5.4,0.052,47.0,0.9953,3.24,0.38,9.8,White,bad
7.3,0.2,0.39,2.3,0.048,24.0,0.99044,2.94,0.35,12.0,White,good
6.0,0.27,0.32,3.6,0.035,36.0,0.99215,3.23,0.46,10.8,White,good
7.2,0.645,0.0,1.9,0.097,15.0,0.99675,3.37,0.58,9.2,Red,good
8.3,0.18,0.3,1.1,0.033,20.0,0.99109,3.02,0.51,11.0,White,good
8.9,0.27,0.28,0.8,0.024,29.0,0.98984,3.01,0.35,12.4,White,good
6.6,0.3,0.24,1.2,0.034,17.0,0.9933,3.13,0.36,9.2,White,bad
7.4,0.37,0.35,5.7,0.061,12.0,0.9965,3.48,0.69,10.7,White,good
6.8,0.26,0.46,8.3,0.037,49.0,0.99601,3.17,0.47,9.3,White,bad
11.5,0.315,0.54,2.1,0.084,5.0,0.9987,2.98,0.7,9.2,Red,good
11.6,0.47,0.44,1.6,0.147,36.0,0.99836,3.38,0.86,9.9,Red,bad
6.1,0.35,0.07,1.4,0.069,22.0,0.9934,3.23,0.52,9.2,White,bad
6.6,0.27,0.32,1.3,0.044,18.0,0.99044,3.11,0.56,12.25,White,bad
6.2,0.36,0.27,3.2,0.032,13.0,0.98942,2.9,0.69,12.6,White,good
6.9,0.33,0.26,5.0,0.027,46.0,0.9924,3.25,0.43,11.2,White,good
6.5,0.33,0.3,3.8,0.036,34.0,0.99028,3.25,0.63,12.5,White,good
5.7,0.26,0.3,1.8,0.039,30.0,0.98995,3.48,0.52,12.5,White,good
7.5,0.4,0.12,3.0,0.092,29.0,0.9967,3.37,0.7,10.3,Red,good
8.3,0.16,0.37,7.9,0.025,38.0,0.99306,2.93,0.37,11.9,White,good
6.4,0.21,0.44,7.4,0.045,47.0,0.9957,3.24,0.46,9.1,White,bad
8.5,0.28,0.35,1.7,0.061,6.0,0.99524,3.3,0.74,11.8,Red,good
7.2,0.52,0.07,1.4,0.074,5.0,0.9973,3.32,0.81,9.6,Red,good
7.0,0.23,0.32,1.8,0.048,25.0,0.9915,3.11,0.47,11.1,White,good
6.9,0.22,0.39,6.0,0.035,44.0,0.99123,3.11,0.33,12.5,White,good
6.5,0.24,0.32,7.6,0.038,48.0,0.9958,3.45,0.54,9.7,White,good
7.7,0.34,0.27,8.8,0.063,39.0,0.9969,3.09,0.63,9.2,White,good
8.3,0.655,0.12,2.3,0.083,15.0,0.9966,3.17,0.66,9.8,Red,bad
9.5,0.735,0.1,2.1,0.079,6.0,0.9986,3.23,0.56,10.1,Red,good
9.6,0.32,0.47,1.4,0.056,9.0,0.99695,3.22,0.82,10.3,Red,good
7.8,0.24,0.32,12.2,0.054,42.0,0.9984,3.01,0.54,8.8,White,bad
6.8,0.34,0.1,1.4,0.049,29.0,0.9936,3.21,0.41,9.5,White,bad
5.4,0.27,0.22,4.6,0.022,29.0,0.98889,3.33,0.54,13.8,White,good
7.1,0.18,0.49,1.3,0.033,12.0,0.99072,3.05,0.53,11.3,White,good
7.1,0.24,0.41,17.8,0.046,39.0,0.9998,3.32,0.39,8.7,White,bad
10.1,0.43,0.4,2.6,0.092,13.0,0.99834,3.22,0.64,10.0,Red,good
7.0,0.6,0.12,2.2,0.083,13.0,0.9966,3.52,0.62,10.2,Red,good
6.5,0.3,0.27,4.0,0.038,37.0,0.99026,3.2,0.6,12.6,White,good
7.4,0.2,0.36,1.2,0.038,44.0,0.9926,3.36,0.34,9.9,White,good
6.4,0.27,0.29,10.8,0.028,17.0,0.99356,3.18,0.37,11.2,White,good
8.3,0.615,0.22,2.6,0.087,6.0,0.9982,3.26,0.61,9.3,Red,bad
7.0,0.25,0.29,15.2,0.047,40.0,0.9982,3.22,0.45,9.3,White,bad
6.9,0.38,0.32,8.5,0.044,36.0,0.9932,3.38,0.35,12.0,White,good
5.8,0.29,0.05,0.8,0.038,11.0,0.9924,3.36,0.35,9.2,White,bad
5.9,0.24,0.34,2.0,0.037,40.0,0.98948,3.19,0.5,12.3,White,good
9.5,0.78,0.22,1.9,0.077,6.0,0.9988,3.26,0.56,10.6,Red,good
6.8,0.23,0.3,6.95,0.044,42.0,0.9946,3.25,0.56,10.6,White,good
6.7,0.45,0.3,5.3,0.036,27.0,0.99122,3.12,0.46,12.2,White,good
6.4,0.33,0.28,4.0,0.04,24.0,0.9903,3.26,0.64,12.6,White,good
7.6,0.3,0.27,10.6,0.039,31.0,0.99815,3.27,0.3,9.3,White,good
7.5,0.38,0.29,4.9,0.021,38.0,0.99026,3.08,0.48,13.0,White,good
6.8,0.49,0.22,2.3,0.071,13.0,0.99438,3.41,0.83,11.3,Red,good
7.7,0.69,0.49,1.8,0.115,20.0,0.9968,3.21,0.71,9.3,Red,bad
6.2,0.2,0.26,9.7,0.03,39.0,0.9908,3.08,0.56,12.9,White,good
6.1,0.27,0.3,16.7,0.039,49.0,0.99985,3.4,0.45,9.4,White,bad
4.8,0.13,0.32,1.2,0.042,40.0,0.9898,3.42,0.64,11.8,White,good
6.6,0.32,0.33,2.5,0.052,40.0,0.99316,3.15,0.6,10.0,White,bad
6.3,0.39,0.22,2.8,0.048,53.0,0.99304,3.24,0.45,9.8,White,bad
5.9,0.25,0.25,11.3,0.052,30.0,0.997,3.24,0.44,9.5,White,good
7.9,0.53,0.24,2.0,0.072,15.0,0.996,3.27,0.54,9.4,Red,good
7.9,0.33,0.26,1.2,0.044,23.0,0.9932,3.19,0.54,10.5,White,good
6.5,0.41,0.22,4.8,0.052,49.0,0.9946,3.14,0.62,9.2,White,bad
6.7,0.48,0.49,2.9,0.03,28.0,0.98926,3.13,0.4,13.0,White,good
6.8,0.27,0.32,1.5,0.044,19.0,0.9921,3.1,0.43,9.9,White,good
7.7,0.96,0.2,2.0,0.047,15.0,0.9955,3.36,0.44,10.9,Red,bad
6.5,0.22,0.29,7.4,0.028,16.0,0.99311,3.15,0.56,10.9,White,good
6.9,0.42,0.2,15.4,0.043,57.0,0.99848,3.08,0.54,9.4,White,bad
11.0,0.26,0.68,2.55,0.085,10.0,0.997,3.18,0.61,11.8,Red,bad
6.8,0.63,0.07,2.1,0.089,11.0,0.9953,3.47,0.55,10.4,Red,good
7.0,0.36,0.25,5.7,0.015,14.0,0.98963,2.82,0.59,13.2,White,good
8.5,0.32,0.36,14.9,0.041,47.0,0.9982,3.08,0.31,10.0,White,good
7.2,0.21,0.34,1.1,0.046,25.0,0.992,3.25,0.4,11.3,White,good
7.2,0.28,0.3,10.7,0.044,61.0,0.9972,3.14,0.5,9.1,White,good
6.0,0.33,0.38,9.7,0.04,29.0,0.9954,3.47,0.48,11.0,White,good
5.9,0.18,0.28,1.0,0.037,24.0,0.99094,3.29,0.55,10.65,White,good
6.2,0.18,0.49,4.5,0.047,17.0,0.9919,3.27,0.37,11.6,White,good
5.4,0.205,0.16,12.55,0.051,31.0,0.99564,3.4,0.38,10.8,White,good
11.1,0.39,0.54,2.7,0.095,21.0,1.0001,3.13,0.51,9.5,Red,bad
8.0,0.42,0.32,2.5,0.08,26.0,0.99801,3.22,1.07,9.7,Red,bad
7.2,0.67,0.0,2.2,0.068,10.0,0.9956,3.42,0.72,11.1,Red,good
6.4,0.17,0.27,1.5,0.037,20.0,0.9916,3.46,0.42,11.0,White,good
7.4,0.24,0.42,14.0,0.066,48.0,0.9979,2.89,0.42,8.9,White,good
5.9,0.48,0.3,1.5,0.037,19.0,0.99057,3.47,0.42,11.9,White,good
7.0,0.35,0.24,1.9,0.04,21.0,0.9923,3.35,0.38,11.0,White,bad
6.0,0.31,0.24,3.3,0.041,25.0,0.9914,3.31,0.44,11.3,White,good
6.2,0.2,0.26,1.7,0.093,40.0,0.9924,3.44,0.66,11.0,White,bad
7.1,0.18,0.39,15.25,0.047,45.0,0.99946,3.34,0.77,9.1,White,good
7.4,0.29,0.29,1.6,0.045,53.0,0.9936,3.34,0.68,10.5,White,good
8.4,0.17,0.31,6.7,0.038,29.0,0.9945,3.1,0.32,10.6,White,good
7.4,0.49,0.27,2.1,0.071,14.0,0.99388,3.35,0.63,12.0,Red,good
5.3,0.24,0.33,1.3,0.033,25.0,0.9906,3.59,0.38,11.0,White,good
7.0,0.21,0.28,8.7,0.045,37.0,0.9954,3.25,0.54,10.4,White,good
6.7,0.26,0.51,8.0,0.062,50.0,0.99545,3.13,0.5,9.6,White,bad
7.1,0.43,0.42,5.5,0.071,28.0,0.9973,3.42,0.71,10.5,Red,bad
7.3,0.28,0.42,14.4,0.04,49.0,0.9994,3.28,0.82,9.0,White,good
7.5,0.61,0.26,1.9,0.073,24.0,0.99612,3.3,0.53,9.8,Red,bad
6.0,0.32,0.3,7.3,0.174,46.0,0.99519,3.18,0.49,9.4,White,bad
6.3,0.3,0.34,1.6,0.049,14.0,0.994,3.3,0.49,9.5,White,good
6.2,0.43,0.22,1.8,0.078,21.0,0.99633,3.52,0.6,9.5,Red,good
7.2,0.2,0.61,16.2,0.043,14.0,0.9987,3.06,0.36,9.2,White,good
8.2,0.35,0.4,6.3,0.039,35.0,0.9936,3.15,0.34,11.9,White,good
6.8,0.19,0.34,1.9,0.04,41.0,0.99,3.25,0.45,12.9,White,good
5.2,0.31,0.2,2.4,0.027,27.0,0.98886,3.56,0.45,13.0,White,good
10.6,0.36,0.57,2.3,0.087,6.0,0.99676,3.14,0.72,11.1,Red,good
5.1,0.3,0.3,2.3,0.048,40.0,0.98944,3.29,0.46,12.2,White,good
7.1,0.25,0.3,2.4,0.042,25.0,0.994,3.43,0.61,10.5,White,good
9.2,0.67,0.1,3.0,0.091,12.0,0.99888,3.31,0.54,9.5,Red,good
8.9,0.59,0.39,2.3,0.095,5.0,0.9986,3.37,0.58,10.3,Red,bad
7.4,0.52,0.13,2.4,0.078,34.0,0.99528,3.43,0.59,10.8,Red,good
7.2,0.2,0.31,10.0,0.054,49.0,0.997,3.4,0.42,9.9,White,good
7.0,0.34,0.26,10.3,0.041,51.0,0.99382,3.08,0.35,11.6,White,good
7.6,0.38,0.28,4.2,0.029,7.0,0.9906,3.0,0.41,12.6,White,good
7.1,0.35,0.24,15.4,0.055,46.0,0.9988,3.12,0.49,8.8,White,bad
8.1,0.28,0.39,1.9,0.029,18.0,0.9923,3.23,0.52,11.8,White,good
6.7,0.45,0.3,5.3,0.036,27.0,0.99122,3.12,0.46,12.2,White,good
6.8,0.27,0.28,7.8,0.038,26.0,0.9915,3.24,0.34,12.5,White,good
6.3,0.15,0.3,1.4,0.022,38.0,0.99099,3.42,0.57,11.4,White,good
7.0,0.22,0.26,1.1,0.037,20.0,0.9902,3.1,0.38,11.7,White,good
5.9,0.28,0.14,8.6,0.032,30.0,0.99542,3.28,0.44,9.5,White,good
6.6,0.18,0.26,17.3,0.051,17.0,0.9984,3.0,0.43,9.4,White,good
6.6,0.22,0.23,17.3,0.047,37.0,0.99906,3.08,0.46,8.8,White,good
6.2,0.21,0.29,1.6,0.039,24.0,0.99114,3.27,0.5,11.2,White,good
6.3,0.18,0.22,5.6,0.047,45.0,0.99383,3.09,0.54,10.0,White,bad
7.8,0.27,0.28,1.8,0.05,21.0,0.9934,3.15,0.44,9.9,White,bad
6.1,0.24,0.25,1.6,0.044,24.0,0.9921,3.39,0.59,10.9,White,good
7.2,0.17,0.34,6.4,0.042,16.0,0.99278,2.99,0.4,10.8,White,good
6.9,0.25,0.3,4.1,0.054,23.0,0.994,2.99,0.38,9.4,White,good
6.8,0.63,0.12,3.8,0.099,16.0,0.9969,3.28,0.61,9.5,Red,bad
7.4,0.19,0.49,9.3,0.03,26.0,0.994,2.99,0.32,11.0,White,good
7.1,0.28,0.19,7.8,0.04,48.0,0.99579,3.16,0.5,9.4,White,bad
7.6,0.35,0.47,13.3,0.037,42.0,0.99822,3.04,0.5,9.2,White,bad
6.6,0.24,0.35,7.7,0.031,36.0,0.9938,3.19,0.37,10.5,White,bad
7.7,0.56,0.08,2.5,0.114,14.0,0.9971,3.24,0.66,9.6,Red,good
8.2,0.56,0.23,3.4,0.078,14.0,0.9976,3.28,0.62,9.4,Red,bad
7.3,0.25,0.36,13.1,0.05,35.0,0.9986,3.04,0.46,8.9,White,good
8.1,0.28,0.49,1.0,0.04,32.0,0.9936,3.13,0.41,10.0,White,good
6.6,0.26,0.22,18.15,0.05,23.0,0.99904,3.06,0.5,9.2,White,bad
7.6,0.15,0.35,4.3,0.051,23.0,0.99422,3.1,0.44,9.5,White,good
6.5,0.29,0.52,7.9,0.049,35.0,0.99551,3.16,0.51,9.5,White,good
6.8,0.27,0.32,1.5,0.044,19.0,0.9921,3.1,0.43,9.9,White,good
7.4,0.32,0.22,1.7,0.051,50.0,0.9955,3.28,0.69,8.9,White,bad
7.2,0.34,0.23,8.9,0.105,22.0,0.99692,3.01,0.58,9.5,White,bad
8.2,0.59,0.0,2.5,0.093,19.0,1.0002,3.5,0.65,9.3,Red,good
7.0,0.25,0.56,2.0,0.035,20.0,0.9918,3.23,0.53,11.0,White,good
8.4,0.37,0.43,2.3,0.063,12.0,0.9955,3.17,0.81,11.2,Red,good
6.2,0.6,0.08,2.0,0.09,32.0,0.9949,3.45,0.58,10.5,Red,bad
6.7,0.23,0.39,2.5,0.172,63.0,0.9937,3.11,0.36,9.4,White,good
7.1,0.19,0.28,3.6,0.033,16.0,0.993,2.91,0.78,11.4,White,good
6.6,0.19,0.28,1.1,0.044,38.0,0.9904,3.22,0.69,11.2,White,good
7.7,0.42,0.38,8.1,0.061,49.0,0.9966,3.4,0.58,11.0,White,good
12.5,0.56,0.49,2.4,0.064,5.0,0.9999,3.08,0.87,10.9,Red,bad
6.1,0.27,0.31,1.5,0.035,17.0,0.99076,3.32,0.44,11.1,White,good
6.3,0.23,0.49,7.1,0.05,67.0,0.9951,3.23,0.34,9.5,White,bad
5.7,0.37,0.3,1.1,0.029,24.0,0.98883,3.18,0.39,11.7,White,good
6.6,0.64,0.31,6.1,0.083,7.0,0.99718,3.35,0.68,10.3,Red,bad
9.0,0.54,0.49,2.9,0.094,41.0,0.9982,3.08,0.61,9.2,Red,bad
7.0,0.27,0.36,20.7,0.045,45.0,1.001,3.0,0.45,8.8,White,good
6.7,0.31,0.09,1.4,0.039,53.0,0.99206,3.12,0.44,10.1,White,bad
6.3,0.32,0.26,12.3,0.044,24.0,0.99611,3.11,0.58,9.9,White,bad
6.5,0.14,0.32,2.7,0.037,18.0,0.9924,3.4,0.74,11.5,White,good
6.4,0.15,0.4,1.5,0.042,23.0,0.98972,3.11,0.46,12.2,White,good
6.9,0.23,0.34,2.7,0.032,24.0,0.9902,3.14,0.38,12.4,White,good
7.6,0.715,0.0,2.1,0.068,30.0,0.99533,3.48,0.65,11.4,Red,good
6.3,0.21,0.29,11.7,0.048,49.0,0.99482,3.22,0.38,10.8,White,bad
7.3,0.34,0.21,3.2,0.05,14.0,0.9936,3.25,0.44,10.2,White,bad
7.0,0.22,0.28,1.5,0.037,29.0,0.9927,3.11,0.55,10.5,White,good
6.6,0.695,0.0,2.1,0.075,12.0,0.9968,3.49,0.67,9.2,Red,bad
11.9,0.37,0.69,2.3,0.078,12.0,0.9958,3.0,0.65,12.8,Red,good
7.1,0.18,0.36,1.4,0.043,31.0,0.9898,3.26,0.37,12.7,White,good
7.5,0.29,0.26,14.95,0.067,47.0,0.99838,3.04,0.49,9.2,White,bad
7.4,0.2,0.28,9.1,0.047,29.0,0.99532,3.16,0.47,9.8,White,good
6.1,0.27,0.32,6.2,0.048,47.0,0.99281,3.22,0.6,11.0,White,good
7.2,0.26,0.24,7.0,0.023,19.0,0.99176,3.14,0.49,12.8,White,good
5.9,0.29,0.33,7.4,0.037,58.0,0.99495,3.26,0.41,9.6,White,bad
7.1,0.39,0.39,11.1,0.034,25.0,0.99616,3.05,0.52,10.0,White,good
6.6,0.52,0.44,12.2,0.048,54.0,0.9975,3.26,0.54,9.3,White,good
6.2,0.32,0.16,7.0,0.045,30.0,0.9949,3.18,0.47,9.6,White,good
6.7,1.04,0.08,2.3,0.067,19.0,0.99648,3.52,0.57,11.0,Red,bad
6.1,0.35,0.07,1.4,0.069,22.0,0.9934,3.23,0.52,9.2,White,bad
6.0,0.34,0.24,5.4,0.06,23.0,0.9951,3.25,0.44,9.0,White,good
6.3,0.27,0.46,11.1,0.053,44.0,0.99691,3.18,0.67,9.4,White,bad
7.0,0.36,0.25,5.7,0.015,14.0,0.98963,2.82,0.59,13.2,White,good
7.2,0.21,0.37,1.6,0.049,23.0,0.9924,3.16,0.48,10.9,White,good
7.5,0.23,0.29,2.6,0.031,24.0,0.99194,3.0,0.54,10.9,White,good
5.5,0.335,0.3,2.5,0.071,27.0,0.9924,3.14,0.51,9.6,White,good
8.7,0.3,0.34,4.8,0.018,23.0,0.99474,3.12,0.49,11.2,White,good
7.8,0.64,0.1,6.0,0.115,5.0,0.9984,3.37,0.69,10.1,Red,good
6.8,0.23,0.3,6.95,0.044,42.0,0.9946,3.25,0.56,10.6,White,good
10.2,0.44,0.58,4.1,0.092,11.0,0.99745,3.29,0.99,12.0,Red,good
6.6,0.28,0.41,7.0,0.046,59.0,0.99558,3.14,0.48,9.4,White,bad
6.4,0.16,0.32,8.75,0.038,38.0,0.99449,3.19,0.41,10.7,White,bad
6.6,0.24,0.27,10.3,0.047,54.0,0.99742,3.04,0.45,8.8,White,bad
6.4,0.27,0.32,4.5,0.24,61.0,0.9948,3.12,0.48,9.4,White,bad
7.8,0.15,0.24,7.7,0.047,21.0,0.9951,2.94,0.31,9.6,White,good
10.3,0.59,0.42,2.8,0.09,35.0,0.999,3.28,0.7,9.5,Red,good
7.2,0.24,0.36,2.0,0.029,21.0,0.99076,3.13,0.63,12.5,White,good
5.2,0.34,0.37,6.2,0.031,42.0,0.99076,3.25,0.41,12.5,White,good
6.8,0.22,0.31,6.9,0.037,33.0,0.99176,3.02,0.39,11.9,White,good
6.5,0.25,0.45,7.8,0.048,52.0,0.99576,3.2,0.53,9.1,White,bad
5.6,0.28,0.27,3.9,0.043,52.0,0.99202,3.35,0.44,10.7,White,good
9.0,0.27,0.35,4.9,0.028,27.0,0.9932,3.04,0.4,11.3,White,good
7.0,0.22,0.3,1.4,0.04,14.0,0.98985,3.2,0.33,12.0,White,good
6.6,0.26,0.28,9.4,0.028,13.0,0.99254,3.17,0.34,12.1,White,good
6.7,0.16,0.49,2.4,0.046,57.0,0.9952,3.62,0.81,10.4,White,good
10.2,0.645,0.36,1.8,0.053,5.0,0.9982,3.17,0.42,10.0,Red,good
6.8,0.25,0.34,4.7,0.031,34.0,0.9927,3.21,0.38,10.6,White,good
8.0,0.25,0.49,1.2,0.061,27.0,0.9938,3.08,0.34,9.4,White,bad
8.1,0.26,0.37,1.9,0.072,48.0,0.9949,3.37,0.7,10.9,White,good
7.3,0.19,0.27,1.6,0.027,35.0,0.99248,3.38,0.54,11.0,White,good
6.6,0.21,0.31,11.4,0.039,46.0,0.99795,3.41,0.44,9.8,White,good
6.4,0.12,0.49,6.4,0.042,49.0,0.9945,3.34,0.44,10.4,White,good
6.1,0.27,0.3,16.7,0.039,49.0,0.99985,3.4,0.45,9.4,White,bad
6.9,0.33,0.62,7.5,0.038,46.0,0.99143,3.23,0.43,13.4,White,good
7.2,0.22,0.28,7.2,0.06,41.0,0.9935,3.08,0.59,11.3,White,good
5.5,0.19,0.27,0.9,0.04,52.0,0.99026,3.5,0.39,11.2,White,bad
5.6,0.235,0.29,1.2,0.047,33.0,0.991,3.34,0.5,11.0,White,good
10.5,0.28,0.51,1.7,0.08,10.0,0.9982,3.2,0.89,9.4,Red,good
7.4,0.2,0.36,1.2,0.038,44.0,0.9926,3.36,0.34,9.9,White,good
6.0,0.19,0.29,1.1,0.047,67.0,0.9916,3.54,0.59,11.1,White,good
6.4,0.17,0.34,13.4,0.044,45.0,0.99752,3.06,0.43,9.1,White,good
5.8,0.26,0.18,1.2,0.031,40.0,0.9908,3.42,0.4,11.0,White,good
6.4,0.37,0.49,13.3,0.045,53.0,0.9982,3.14,0.48,8.5,White,good
7.8,0.22,0.38,10.3,0.059,28.0,0.9967,3.12,0.47,10.0,White,good
7.4,0.2,0.37,16.95,0.048,43.0,0.9995,3.03,0.42,9.2,White,good
7.3,0.28,0.37,1.2,0.039,26.0,0.99198,3.01,0.62,10.8,White,bad
6.8,0.66,0.07,1.6,0.07,16.0,0.99572,3.29,0.6,9.3,Red,bad
6.8,0.59,0.1,1.7,0.063,34.0,0.9958,3.41,0.67,9.7,Red,bad
7.6,0.2,0.26,4.8,0.033,26.0,0.99076,2.98,0.49,12.3,White,good
6.1,0.3,0.56,2.8,0.044,47.0,0.9924,3.3,0.57,10.9,White,good
7.8,0.7,0.06,1.9,0.079,20.0,0.99628,3.4,0.69,10.9,Red,bad
7.4,0.13,0.39,4.7,0.042,36.0,0.995,3.36,0.56,10.3,White,good
6.5,0.46,0.14,2.4,0.114,9.0,0.99732,3.66,0.65,9.8,Red,bad
6.6,0.35,0.35,6.0,0.063,31.0,0.99537,3.1,0.47,9.4,White,good
6.7,0.56,0.09,2.9,0.079,7.0,0.99669,3.46,0.61,10.2,Red,bad
9.0,0.785,0.24,1.7,0.078,10.0,0.99692,3.29,0.67,10.0,Red,bad
6.8,0.31,0.09,1.4,0.04,56.0,0.9922,3.19,0.46,10.0,White,bad
6.0,0.17,0.21,6.0,0.05,26.0,0.9939,3.08,0.54,9.8,White,good
9.6,0.6,0.5,2.3,0.079,28.0,0.9997,3.5,0.57,9.7,Red,bad
7.1,0.34,0.28,2.0,0.082,31.0,0.99694,3.45,0.48,9.4,Red,bad
6.4,0.3,0.51,5.5,0.048,62.0,0.9942,3.08,0.45,9.1,White,good
7.0,0.21,0.31,6.0,0.046,29.0,0.9939,3.26,0.5,10.8,White,good
7.4,0.3,0.3,5.2,0.053,45.0,0.9941,3.12,0.45,10.3,White,good
7.2,0.34,0.3,8.4,0.051,40.0,0.99756,3.48,0.62,9.7,White,bad
6.6,0.23,0.3,14.9,0.051,33.0,0.99835,3.04,0.54,9.0,White,good
6.2,0.46,0.25,4.4,0.066,62.0,0.9939,3.25,0.52,9.8,White,bad
9.0,0.48,0.32,2.8,0.084,21.0,0.9984,3.32,0.62,9.4,Red,bad
7.5,0.29,0.31,8.95,0.055,20.0,0.9968,3.08,0.54,9.3,White,bad
6.0,0.17,0.29,9.7,0.044,33.0,0.99536,3.12,0.36,9.2,White,good
6.8,0.22,0.35,5.5,0.043,21.0,0.9938,3.3,0.53,10.7,White,good
8.0,0.27,0.33,1.2,0.05,41.0,0.99002,3.0,0.45,12.4,White,good
7.7,0.39,0.49,7.7,0.036,11.0,0.9966,3.33,0.76,10.0,White,good
6.1,0.36,0.33,1.1,0.05,24.0,0.9927,3.15,0.78,9.5,White,good
6.8,0.48,0.25,2.0,0.076,29.0,0.9953,3.34,0.6,10.4,Red,bad
6.8,0.31,0.3,8.0,0.028,33.0,0.99164,3.13,0.63,12.6,White,good
6.6,0.33,0.32,15.6,0.054,62.0,0.99734,3.25,0.56,10.4,White,bad
7.0,0.27,0.41,18.75,0.042,34.0,1.0002,2.96,0.5,9.1,White,bad
7.7,0.835,0.0,2.6,0.081,6.0,0.9975,3.3,0.52,9.3,Red,bad
9.6,0.5,0.36,2.8,0.116,26.0,0.99722,3.18,0.68,10.9,Red,bad
5.8,0.17,0.36,1.3,0.036,11.0,0.99202,3.43,0.68,10.4,White,good
6.5,0.29,0.42,10.6,0.042,66.0,0.99674,3.24,0.53,9.5,White,good
7.0,0.46,0.39,6.2,0.039,46.0,0.9928,3.21,0.35,12.2,White,good
5.7,0.16,0.26,6.3,0.043,28.0,0.9936,3.06,0.58,9.9,White,good
6.2,0.63,0.31,1.7,0.088,15.0,0.9969,3.46,0.79,9.3,Red,bad
6.7,0.19,0.34,1.0,0.022,22.0,0.9912,3.23,0.57,11.1,White,good
8.8,0.52,0.34,2.7,0.087,24.0,0.9982,3.26,0.61,9.5,Red,bad
7.0,0.31,0.35,1.6,0.063,13.0,0.99184,3.22,0.5,10.7,White,bad
7.1,0.36,0.24,1.8,0.025,32.0,0.9903,3.34,0.59,12.8,White,good
5.9,0.42,0.36,2.4,0.034,19.0,0.99184,3.25,0.48,10.9,White,bad
6.3,0.23,0.33,1.5,0.036,15.0,0.991,3.32,0.42,11.2,White,good
6.8,0.22,0.3,10.6,0.07,67.0,0.99654,2.89,0.42,9.0,White,good
6.7,0.31,0.42,6.4,0.057,25.0,0.9955,3.16,0.45,9.6,White,bad
12.5,0.6,0.49,4.3,0.1,5.0,1.001,3.25,0.74,11.9,Red,good
6.4,0.16,0.42,1.0,0.036,29.0,0.9908,3.18,0.52,11.0,White,good
6.3,0.48,0.04,1.1,0.046,30.0,0.9928,3.24,0.36,9.6,White,good
8.3,0.25,0.49,16.8,0.048,50.0,1.0001,3.03,0.52,9.2,White,good
6.8,0.15,0.32,8.8,0.058,24.0,0.9972,3.4,0.4,8.8,White,good
7.4,0.2,0.36,1.2,0.038,44.0,0.9926,3.36,0.34,9.9,White,good
